age,gender,country,account_age_months,subscription_type,monthly_fee,primary_device,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,days_since_last_login,churned,churn_probability,risk_segment
31,Female,Mexico,45,Premium,20.75,Mobile,89,4,4,62,24,1,0.669400444,High Risk
61,Female,USA,53,Standard,16.88,Tablet,140,3,6,26,30,1,0.73908078,High Risk
50,Female,UK,17,Standard,13.52,Mobile,382,11,2,30,52,1,0.843037338,Critical Risk
50,Female,UK,3,Standard,16.99,Tablet,211,5,0,73,58,1,0.943748224,Critical Risk
61,Male,India,16,Standard,15.22,Mobile,292,14,8,68,29,0,0.080581711,Low Risk
37,Male,Germany,18,Premium,19.7,Smart TV,46,1,3,20,44,1,0.960373641,Critical Risk
64,Female,Spain,26,Basic,9.47,Smart TV,47,1,10,22,5,0,0.150370552,Low Risk
53,Female,UK,51,Premium,18.31,Smart TV,354,17,0,71,30,0,0.190949202,Low Risk
24,Female,UK,16,Basic,10.06,Laptop,204,4,11,82,34,0,0.324390819,Medium Risk
49,Female,India,18,Standard,14.19,Smart TV,355,17,7,98,32,0,0.02204735,Low Risk
20,Male,Spain,48,Standard,16.01,Laptop,539,13,8,47,13,0,0.060437383,Low Risk
56,Female,Spain,9,Standard,16.87,Laptop,299,11,5,27,52,1,0.776809457,High Risk
46,Male,Mexico,13,Standard,15.65,Smart TV,567,12,3,25,9,0,0.108672142,Low Risk
41,Male,India,44,Basic,11.01,Laptop,600,19,5,86,6,0,0.007330627,Low Risk
39,Male,Canada,27,Basic,8.33,Smart TV,323,11,10,85,6,0,0.006459869,Low Risk
23,Female,Mexico,12,Standard,14.01,Laptop,437,16,9,33,52,1,0.624784906,High Risk
41,Male,India,30,Premium,18.28,Tablet,370,8,5,90,12,0,0.089828356,Low Risk
57,Male,USA,56,Basic,9.88,Laptop,600,18,4,32,19,0,0.043115585,Low Risk
40,Female,UK,32,Standard,16.13,Tablet,600,16,1,44,46,1,0.660773134,High Risk
55,Male,USA,5,Basic,8.94,Laptop,367,11,0,89,57,1,0.710578745,High Risk
27,Male,Germany,34,Standard,16.28,Smart TV,600,18,8,69,45,0,0.080954902,Low Risk
33,Female,Germany,12,Standard,16.63,Smart TV,136,3,9,91,51,1,0.848374772,Critical Risk
28,Female,UK,24,Basic,9.83,Mobile,52,1,9,50,37,1,0.861325379,Critical Risk
49,Male,Spain,33,Standard,14.06,Smart TV,324,8,4,83,22,0,0.091706493,Low Risk
62,Female,Germany,42,Premium,19.93,Laptop,600,18,9,82,17,0,0.003970281,Low Risk
23,Female,UK,2,Premium,20.89,Laptop,525,10,2,43,5,0,0.111595225,Low Risk
41,Male,Mexico,49,Premium,21.67,Laptop,392,10,11,32,52,1,0.777402807,High Risk
50,Male,Spain,36,Premium,18.14,Smart TV,600,18,11,56,37,0,0.090707264,Low Risk
29,Male,Canada,50,Standard,15.12,Tablet,600,19,13,54,33,0,0.022043674,Low Risk
44,Female,Spain,53,Premium,18.35,Mobile,33,1,4,87,56,1,0.935994185,Critical Risk
55,Female,Australia,6,Standard,14.26,Tablet,31,1,12,97,26,1,0.425204757,Medium Risk
35,Male,Brazil,41,Basic,10.76,Smart TV,30,1,12,48,34,1,0.711692142,High Risk
62,Female,India,32,Basic,11.62,Smart TV,600,17,11,49,52,0,0.186027737,Low Risk
56,Female,USA,34,Standard,13.84,Tablet,420,11,5,43,50,0,0.533762679,Medium Risk
30,Male,Spain,26,Basic,8.62,Mobile,314,6,3,95,18,0,0.094752297,Low Risk
57,Other,France,33,Basic,11.82,Laptop,246,10,9,21,30,1,0.367845472,Medium Risk
47,Female,Australia,2,Standard,14.43,Laptop,528,16,12,98,2,0,0.010038785,Low Risk
58,Female,Brazil,14,Standard,13.97,Smart TV,211,4,12,77,31,0,0.284404619,Low Risk
30,Female,Canada,37,Premium,18.71,Tablet,152,5,2,30,30,1,0.886652734,Critical Risk
51,Male,Germany,15,Basic,9.54,Mobile,600,14,1,22,5,0,0.0639543,Low Risk
53,Male,Canada,17,Premium,19.55,Smart TV,92,4,12,95,8,0,0.08771211,Low Risk
47,Female,Spain,59,Basic,10.4,Tablet,600,16,7,53,40,0,0.081395089,Low Risk
42,Male,UK,28,Premium,20.23,Laptop,164,4,13,76,43,0,0.465420404,Medium Risk
19,Male,France,58,Premium,20.92,Mobile,381,14,10,83,11,0,0.021082419,Low Risk
53,Male,Mexico,22,Standard,15.47,Laptop,71,3,7,58,47,1,0.922360647,Critical Risk
35,Female,Mexico,41,Premium,20.6,Smart TV,567,17,6,54,16,0,0.066029108,Low Risk
22,Male,Australia,20,Basic,11.43,Laptop,211,7,5,24,58,1,0.948578266,Critical Risk
36,Male,France,28,Standard,13.64,Mobile,223,8,13,27,19,0,0.156539185,Low Risk
59,Female,UK,19,Basic,9.19,Mobile,59,1,13,69,27,0,0.196469706,Low Risk
35,Female,Spain,19,Basic,11.6,Mobile,110,3,14,61,58,1,0.7844988,High Risk
49,Female,Germany,4,Basic,10.83,Mobile,257,8,10,31,27,1,0.464138724,Medium Risk
38,Male,India,46,Standard,13.47,Tablet,226,7,13,75,19,0,0.063474873,Low Risk
27,Male,France,47,Standard,14.67,Laptop,53,1,8,92,34,1,0.589176504,Medium Risk
54,Male,Brazil,43,Basic,10.92,Tablet,465,10,2,44,17,0,0.113815959,Low Risk
39,Female,UK,7,Standard,16.52,Mobile,44,2,1,98,12,0,0.231493868,Low Risk
30,Female,USA,57,Premium,19.29,Tablet,30,1,7,35,12,0,0.303605203,Medium Risk
34,Female,Spain,13,Basic,10.68,Mobile,117,2,9,30,26,1,0.664422544,High Risk
26,Male,Brazil,12,Standard,14.25,Smart TV,94,3,9,62,37,1,0.582349987,Medium Risk
41,Female,USA,10,Standard,13.73,Mobile,33,1,5,36,46,1,0.969905343,Critical Risk
61,Male,Canada,49,Standard,15.25,Tablet,380,17,3,93,17,0,0.015565662,Low Risk
31,Male,France,16,Basic,9.35,Mobile,255,5,2,78,52,1,0.875407407,Critical Risk
63,Female,Mexico,15,Basic,9.65,Mobile,219,8,13,41,56,1,0.788568596,High Risk
25,Male,Australia,39,Standard,13.53,Mobile,600,19,9,49,18,0,0.02087754,Low Risk
54,Female,Germany,30,Standard,14.83,Tablet,114,3,12,44,55,1,0.865057849,Critical Risk
36,Male,India,41,Standard,14.66,Laptop,464,16,9,77,53,0,0.119502309,Low Risk
45,Male,France,33,Premium,20.31,Laptop,474,8,14,90,26,0,0.07218137,Low Risk
63,Female,Australia,21,Standard,15.36,Smart TV,600,16,0,27,36,1,0.525890571,Medium Risk
58,Male,Germany,13,Standard,16.7,Tablet,162,3,14,40,1,0,0.094351227,Low Risk
47,Male,UK,55,Premium,21.52,Smart TV,414,10,0,68,55,1,0.832134795,Critical Risk
24,Male,Spain,34,Basic,8.86,Laptop,589,19,2,75,15,0,0.007841309,Low Risk
43,Male,Australia,2,Premium,19.95,Smart TV,314,6,4,51,53,1,0.905517817,Critical Risk
57,Female,Germany,19,Standard,16.47,Tablet,427,18,9,39,56,1,0.543700905,Medium Risk
63,Female,Canada,42,Premium,19.61,Smart TV,600,11,14,33,39,0,0.307764312,Medium Risk
63,Female,India,27,Standard,14.26,Mobile,294,7,3,35,33,0,0.555207333,Medium Risk
28,Male,USA,7,Premium,19.34,Smart TV,135,3,4,88,34,0,0.617933933,High Risk
31,Male,USA,40,Standard,14.71,Laptop,600,19,5,42,53,0,0.62276319,High Risk
38,Female,Spain,1,Basic,10.9,Smart TV,198,5,14,98,50,0,0.488132254,Medium Risk
25,Male,Canada,4,Basic,11.91,Smart TV,362,8,12,26,42,1,0.570557674,Medium Risk
20,Male,Spain,16,Basic,8.05,Tablet,139,4,3,88,44,1,0.80155952,Critical Risk
45,Female,Germany,27,Premium,21.23,Tablet,162,8,14,81,43,0,0.493759826,Medium Risk
46,Male,Australia,7,Premium,19.34,Smart TV,600,17,0,49,58,1,0.576559221,Medium Risk
40,Female,India,49,Premium,20.33,Tablet,337,12,8,83,29,0,0.043980356,Low Risk
35,Male,India,18,Basic,9.46,Smart TV,169,7,12,57,23,0,0.070567547,Low Risk
52,Female,Mexico,1,Basic,8.99,Smart TV,247,6,11,24,28,1,0.426881634,Medium Risk
30,Male,USA,57,Premium,20.09,Smart TV,459,13,1,64,23,0,0.06703996,Low Risk
29,Female,Spain,1,Standard,15,Mobile,78,3,9,37,28,1,0.709838944,High Risk
64,Male,Spain,12,Basic,11.34,Mobile,230,9,14,59,45,0,0.255060331,Low Risk
22,Female,USA,44,Basic,11.12,Laptop,74,3,8,52,22,0,0.243023883,Low Risk
56,Male,UK,11,Basic,8.96,Laptop,600,14,1,67,9,0,0.010516171,Low Risk
28,Female,Spain,6,Premium,21.47,Mobile,388,10,11,22,55,1,0.765877583,High Risk
28,Female,Canada,23,Basic,9.66,Mobile,600,16,9,49,36,0,0.047294877,Low Risk
64,Male,USA,59,Premium,18.31,Tablet,527,12,12,94,39,0,0.066301878,Low Risk
59,Male,Brazil,56,Basic,9.74,Tablet,519,10,9,50,9,0,0.016776433,Low Risk
64,Female,Mexico,7,Premium,20.21,Mobile,600,18,2,61,38,0,0.149458349,Low Risk
48,Male,Australia,43,Standard,16.94,Mobile,600,13,2,86,3,0,0.054280703,Low Risk
48,Female,UK,36,Premium,21.26,Laptop,58,1,7,58,59,1,0.920563127,Critical Risk
30,Male,India,59,Standard,15.72,Mobile,382,16,11,25,12,0,0.056923373,Low Risk
31,Female,Australia,48,Standard,14.82,Mobile,344,11,9,80,12,0,0.027781702,Low Risk
62,Male,Brazil,46,Basic,9.25,Laptop,351,14,11,94,45,0,0.139280904,Low Risk
59,Female,Brazil,50,Premium,19.29,Mobile,600,17,5,48,45,1,0.508129757,Medium Risk
42,Male,India,11,Basic,9.37,Mobile,600,17,4,68,37,0,0.035436914,Low Risk
50,Male,Spain,53,Premium,21.67,Tablet,395,12,4,68,52,1,0.586905384,Medium Risk
50,Male,Brazil,49,Basic,9.61,Mobile,383,13,12,97,0,0,0.013865934,Low Risk
32,Female,UK,44,Basic,8.58,Laptop,600,15,1,80,43,1,0.214392399,Low Risk
33,Male,Spain,47,Basic,11.26,Tablet,144,4,11,83,23,0,0.070601072,Low Risk
61,Male,Australia,1,Premium,19.7,Tablet,600,16,6,30,54,0,0.733992604,High Risk
55,Female,Mexico,42,Basic,11.49,Smart TV,600,19,8,84,3,0,0.002739697,Low Risk
23,Male,Mexico,52,Premium,19.87,Mobile,353,15,6,96,48,0,0.164907276,Low Risk
61,Female,Brazil,22,Premium,21.16,Tablet,512,17,5,53,7,0,0.027206948,Low Risk
42,Female,Brazil,31,Premium,20.91,Mobile,600,18,11,23,18,0,0.030104537,Low Risk
32,Female,Germany,14,Premium,20.56,Laptop,515,11,5,61,39,0,0.265468274,Low Risk
21,Male,Spain,10,Standard,16.99,Laptop,600,13,11,23,8,0,0.044046923,Low Risk
21,Female,Mexico,45,Standard,14.45,Laptop,274,10,6,28,40,1,0.802910202,Critical Risk
47,Male,France,55,Premium,19.72,Mobile,339,8,5,94,47,1,0.643279179,High Risk
51,Female,India,36,Standard,14.15,Mobile,72,2,1,34,10,1,0.614220791,High Risk
44,Male,Mexico,51,Basic,11.45,Mobile,587,10,13,91,56,1,0.402619254,Medium Risk
48,Male,USA,33,Premium,20.31,Mobile,363,9,3,83,55,1,0.761775504,High Risk
49,Male,Canada,57,Standard,14.54,Smart TV,600,16,6,54,57,1,0.447573458,Medium Risk
61,Other,France,41,Standard,15.39,Laptop,115,5,2,49,56,1,0.972159947,Critical Risk
56,Female,Spain,2,Premium,19.71,Smart TV,600,19,2,26,53,1,0.834855119,Critical Risk
26,Male,France,15,Premium,21.42,Smart TV,429,16,10,44,16,0,0.032348239,Low Risk
58,Other,France,12,Premium,19.75,Smart TV,40,2,3,76,39,1,0.79078132,High Risk
25,Male,Germany,8,Basic,9.59,Mobile,92,3,3,63,38,1,0.820736461,Critical Risk
31,Female,Mexico,41,Premium,21.55,Tablet,481,10,14,23,24,1,0.298011533,Low Risk
50,Female,Brazil,38,Standard,13.62,Mobile,374,8,10,89,19,0,0.043249643,Low Risk
40,Female,Australia,18,Basic,10.43,Smart TV,600,19,3,30,55,0,0.442993207,Medium Risk
38,Male,Germany,13,Standard,16.28,Smart TV,600,16,13,88,15,0,0.003525963,Low Risk
29,Male,UK,27,Premium,18.19,Tablet,600,16,13,98,18,0,0.004506211,Low Risk
19,Female,India,28,Standard,13.93,Laptop,463,10,11,46,37,0,0.22854374,Low Risk
30,Male,Canada,3,Premium,19.72,Mobile,117,2,4,70,0,0,0.300557784,Medium Risk
21,Male,Canada,44,Premium,20.2,Laptop,600,16,1,42,32,1,0.294612919,Low Risk
37,Female,UK,30,Standard,13.91,Tablet,362,9,7,45,10,0,0.073619479,Low Risk
31,Female,USA,25,Basic,10,Mobile,145,4,2,40,38,1,0.932831163,Critical Risk
47,Male,India,37,Standard,15.21,Mobile,444,11,5,46,0,0,0.052372318,Low Risk
46,Male,Brazil,27,Basic,8.52,Smart TV,321,6,8,33,37,1,0.658778458,High Risk
25,Male,Brazil,15,Basic,10.2,Mobile,317,8,1,71,32,1,0.355552275,Medium Risk
29,Female,UK,52,Basic,10.29,Smart TV,403,8,2,57,39,1,0.692303179,High Risk
58,Female,France,38,Premium,20.92,Smart TV,534,13,2,89,9,0,0.048482511,Low Risk
55,Female,Brazil,50,Standard,16.95,Tablet,600,15,1,53,52,1,0.684397898,High Risk
43,Female,Germany,56,Basic,9.25,Mobile,594,14,0,32,57,1,0.707694221,High Risk
19,Female,Australia,11,Premium,20.22,Smart TV,452,11,10,38,29,0,0.220872594,Low Risk
57,Male,France,32,Basic,11.64,Smart TV,600,14,1,42,24,0,0.106073052,Low Risk
31,Male,France,7,Basic,8.38,Mobile,271,12,6,67,43,0,0.21229244,Low Risk
23,Female,USA,17,Standard,14.81,Tablet,30,1,6,51,52,1,0.950766241,Critical Risk
59,Male,Australia,9,Standard,13.62,Smart TV,508,13,0,55,54,1,0.665301158,High Risk
57,Other,Canada,39,Standard,14.84,Laptop,387,18,9,90,4,0,0.00784301,Low Risk
48,Female,Mexico,30,Standard,16.5,Laptop,57,1,1,97,41,1,0.884040485,Critical Risk
34,Female,Germany,50,Basic,8.39,Mobile,398,11,2,25,5,0,0.07709571,Low Risk
42,Male,UK,34,Premium,20.5,Tablet,245,6,8,86,53,1,0.797896665,High Risk
49,Female,USA,3,Standard,13.3,Mobile,166,5,3,80,28,0,0.272248931,Low Risk
29,Female,France,58,Standard,13.36,Smart TV,293,9,7,37,18,0,0.130122693,Low Risk
30,Female,Australia,43,Basic,8.13,Tablet,600,19,5,58,46,0,0.10576356,Low Risk
36,Male,Australia,46,Standard,16.63,Tablet,307,8,14,53,2,0,0.069532446,Low Risk
61,Female,Australia,47,Premium,21.72,Tablet,522,10,5,73,25,0,0.108718592,Low Risk
42,Female,USA,29,Basic,10.09,Smart TV,359,7,9,67,4,0,0.024128309,Low Risk
48,Male,Mexico,4,Standard,15.23,Laptop,550,16,4,64,43,0,0.295718037,Low Risk
54,Male,Mexico,58,Premium,18.87,Smart TV,362,9,4,26,17,1,0.334294642,Medium Risk
42,Female,Mexico,24,Standard,15.13,Tablet,372,11,6,39,0,0,0.102786458,Low Risk
33,Male,Australia,46,Standard,16.33,Laptop,449,16,8,86,15,0,0.010643363,Low Risk
55,Male,Mexico,29,Premium,18.76,Laptop,600,17,7,94,20,0,0.012608959,Low Risk
60,Male,UK,18,Basic,8.71,Laptop,370,14,11,45,25,0,0.021414875,Low Risk
40,Female,UK,45,Basic,9.63,Tablet,119,2,8,33,22,0,0.28124509,Low Risk
31,Male,USA,37,Standard,13.75,Mobile,600,15,1,75,6,0,0.02135191,Low Risk
23,Male,India,59,Basic,8.76,Laptop,208,9,4,94,12,0,0.072352368,Low Risk
42,Male,Mexico,39,Basic,9.76,Mobile,376,13,8,59,52,1,0.674267786,High Risk
40,Female,France,17,Standard,16.95,Smart TV,397,12,2,74,21,0,0.0633885,Low Risk
60,Female,India,39,Basic,9.58,Smart TV,233,9,4,99,10,0,0.028036692,Low Risk
29,Female,Mexico,53,Basic,9.01,Smart TV,587,15,12,74,18,0,0.001903889,Low Risk
30,Female,Australia,3,Standard,14.16,Laptop,135,4,1,20,29,1,0.855660609,Critical Risk
53,Female,Germany,15,Standard,15.11,Mobile,79,2,9,96,23,1,0.262419629,Low Risk
56,Male,Germany,10,Standard,16.7,Smart TV,600,14,8,94,16,0,0.016221577,Low Risk
51,Female,Spain,50,Basic,10.68,Tablet,370,16,6,48,33,0,0.069567611,Low Risk
23,Male,Canada,26,Basic,9.57,Laptop,97,4,1,61,36,0,0.776894559,High Risk
55,Female,USA,40,Standard,15.65,Mobile,188,5,8,96,1,0,0.044763836,Low Risk
57,Male,Australia,15,Standard,16.31,Tablet,490,10,0,57,0,0,0.113066725,Low Risk
25,Female,UK,36,Basic,11.15,Laptop,80,3,8,74,4,0,0.069552691,Low Risk
25,Female,Spain,12,Basic,8.5,Tablet,485,10,13,92,51,0,0.142627706,Low Risk
57,Female,Spain,28,Premium,18.46,Smart TV,376,9,12,86,26,0,0.06705002,Low Risk
50,Female,USA,18,Basic,11.61,Smart TV,413,8,10,69,36,0,0.198046094,Low Risk
51,Female,USA,58,Basic,9.71,Mobile,60,3,4,97,56,1,0.858676639,Critical Risk
61,Male,Canada,52,Standard,15.19,Mobile,355,12,1,77,23,0,0.044854612,Low Risk
32,Male,India,3,Premium,18.22,Tablet,61,3,7,67,10,0,0.151576055,Low Risk
53,Male,Germany,26,Standard,16.54,Laptop,375,8,7,21,49,1,0.903628203,Critical Risk
52,Male,France,58,Basic,11.93,Mobile,600,18,2,91,17,0,0.007059008,Low Risk
63,Male,UK,27,Basic,11.02,Tablet,245,7,9,37,37,1,0.723718433,High Risk
39,Male,Germany,49,Premium,18.85,Smart TV,115,4,9,93,58,1,0.736373266,High Risk
40,Female,Canada,16,Standard,13.36,Mobile,140,6,12,25,43,1,0.733567162,High Risk
57,Female,Canada,57,Basic,8.35,Smart TV,440,11,5,67,53,0,0.411970759,Medium Risk
62,Male,USA,46,Basic,9.05,Mobile,385,7,14,50,33,0,0.379251744,Medium Risk
39,Male,USA,20,Standard,16.98,Smart TV,205,4,3,21,38,1,0.9335209,Critical Risk
22,Female,Spain,27,Basic,10.39,Laptop,600,18,11,57,13,0,0.003746233,Low Risk
48,Male,Canada,19,Basic,8.81,Laptop,468,11,4,30,11,1,0.126111584,Low Risk
30,Female,UK,4,Standard,13.11,Laptop,59,2,4,94,41,1,0.816216046,Critical Risk
45,Male,USA,39,Basic,11.54,Smart TV,464,9,11,75,7,0,0.008955733,Low Risk
37,Female,Canada,42,Premium,18.26,Mobile,178,5,8,70,31,0,0.435625658,Medium Risk
50,Male,USA,49,Standard,13.84,Laptop,65,2,3,74,20,0,0.358220301,Medium Risk
33,Male,India,39,Premium,18.48,Tablet,600,13,5,55,35,0,0.191084873,Low Risk
46,Female,Mexico,51,Premium,20.83,Laptop,600,14,10,57,37,0,0.078744501,Low Risk
40,Male,Canada,59,Basic,10.45,Laptop,30,1,5,73,37,0,0.424439736,Medium Risk
41,Male,USA,37,Basic,10.36,Smart TV,600,14,8,48,30,0,0.058946518,Low Risk
51,Male,Spain,58,Basic,9.38,Smart TV,109,3,11,47,50,1,0.813252477,Critical Risk
24,Female,Brazil,33,Basic,9.02,Mobile,369,9,1,50,5,0,0.098018978,Low Risk
55,Male,Germany,1,Premium,19.36,Tablet,397,12,4,80,6,0,0.069278206,Low Risk
54,Female,France,2,Standard,13.77,Tablet,109,3,9,46,20,1,0.564733282,Medium Risk
21,Female,Australia,47,Standard,13.81,Smart TV,533,9,14,26,34,0,0.194541174,Low Risk
51,Female,UK,57,Basic,8.78,Mobile,600,18,13,99,9,0,0.001599845,Low Risk
59,Male,India,44,Basic,10.32,Mobile,600,17,3,27,55,1,0.69375475,High Risk
39,Other,India,32,Standard,15.68,Tablet,335,7,2,47,31,1,0.653095535,High Risk
22,Female,Australia,58,Standard,13.96,Laptop,184,9,0,35,13,0,0.236170375,Low Risk
59,Male,Australia,46,Basic,11.49,Tablet,56,1,3,40,44,1,0.963270985,Critical Risk
40,Male,Mexico,25,Basic,8.52,Laptop,466,11,7,40,17,0,0.026240239,Low Risk
32,Female,Canada,52,Standard,14.06,Tablet,600,19,6,65,0,0,0.016807534,Low Risk
48,Female,Germany,15,Standard,15.94,Laptop,58,2,6,80,17,0,0.26762764,Low Risk
26,Male,Germany,38,Basic,11.32,Tablet,600,19,9,62,34,0,0.019752051,Low Risk
60,Female,India,56,Basic,9.09,Mobile,241,6,1,52,35,0,0.617056831,High Risk
42,Other,Mexico,49,Standard,13.92,Smart TV,172,8,5,87,30,0,0.264821894,Low Risk
42,Male,UK,34,Premium,21.91,Tablet,284,8,9,30,45,1,0.752842728,High Risk
38,Male,Canada,51,Standard,15.59,Smart TV,259,6,12,27,59,1,0.854350592,Critical Risk
26,Female,Canada,14,Basic,9.04,Tablet,337,13,0,54,40,0,0.311750112,Medium Risk
55,Male,UK,45,Standard,16.41,Tablet,600,13,3,30,18,0,0.111842944,Low Risk
39,Female,UK,35,Basic,9.71,Laptop,600,14,2,76,0,0,0.013425489,Low Risk
60,Female,Spain,42,Premium,20.86,Tablet,179,5,3,36,32,1,0.85766678,Critical Risk
40,Male,France,39,Basic,11.38,Tablet,600,19,13,34,41,0,0.15996603,Low Risk
21,Male,Spain,9,Basic,8.51,Tablet,600,18,1,91,24,0,0.009154907,Low Risk
46,Male,Australia,38,Standard,16.05,Smart TV,600,15,0,60,12,0,0.047758879,Low Risk
32,Male,Canada,47,Standard,15.33,Tablet,296,14,0,88,50,1,0.619119384,High Risk
18,Female,India,31,Standard,14.97,Tablet,399,9,8,27,22,0,0.1416055,Low Risk
47,Female,Brazil,55,Basic,10.5,Laptop,600,17,14,35,44,0,0.085591569,Low Risk
46,Female,France,16,Premium,18.06,Laptop,158,4,4,92,8,0,0.136729485,Low Risk
37,Female,Australia,41,Premium,20.57,Tablet,373,13,8,42,26,0,0.058752147,Low Risk
50,Female,France,58,Premium,20.46,Laptop,240,12,12,96,23,0,0.04558011,Low Risk
58,Other,India,34,Premium,20.26,Laptop,372,13,11,37,8,0,0.048571339,Low Risk
61,Female,Mexico,23,Premium,18.51,Laptop,458,11,0,54,34,1,0.385566998,Medium Risk
53,Female,Spain,53,Basic,11.66,Smart TV,600,15,3,99,11,0,0.008100621,Low Risk
39,Male,Australia,18,Basic,11.48,Tablet,351,10,2,29,53,1,0.775982648,High Risk
30,Female,France,10,Premium,19.39,Smart TV,277,12,6,67,36,0,0.176718137,Low Risk
24,Female,Germany,9,Standard,13.54,Smart TV,600,17,7,70,44,0,0.158563422,Low Risk
25,Female,Canada,53,Premium,21.35,Tablet,156,7,11,31,54,1,0.852587546,Critical Risk
45,Female,Brazil,49,Basic,11.29,Mobile,537,19,11,68,46,0,0.048755988,Low Risk
62,Male,Brazil,21,Premium,19.36,Smart TV,600,18,2,83,24,0,0.028229057,Low Risk
60,Male,Brazil,19,Premium,20.97,Tablet,600,13,5,87,45,0,0.466252934,Medium Risk
26,Male,UK,11,Basic,10.61,Laptop,367,8,3,26,43,1,0.876414394,Critical Risk
42,Male,Australia,7,Basic,8.01,Smart TV,600,14,12,59,59,1,0.280085515,Low Risk
33,Male,Brazil,4,Premium,18.93,Tablet,91,2,11,51,23,1,0.603308205,High Risk
27,Female,Brazil,18,Standard,13.91,Tablet,125,5,1,35,45,1,0.971520311,Critical Risk
28,Male,France,46,Premium,18.1,Tablet,600,19,9,43,13,0,0.015146367,Low Risk
48,Male,France,17,Basic,9.75,Tablet,434,8,10,82,30,0,0.058644087,Low Risk
29,Female,Mexico,29,Premium,19.61,Smart TV,416,9,5,52,29,0,0.22128016,Low Risk
48,Male,Canada,28,Basic,8.67,Smart TV,441,19,4,61,6,0,0.009014956,Low Risk
31,Other,Germany,35,Basic,8.15,Tablet,87,2,5,92,0,0,0.085861748,Low Risk
61,Male,USA,28,Premium,19.27,Smart TV,175,5,13,40,54,1,0.862780277,Critical Risk
49,Male,Spain,41,Basic,11.21,Mobile,103,3,13,48,47,1,0.828142801,Critical Risk
34,Male,Australia,4,Standard,15.68,Tablet,329,8,1,93,26,0,0.157629798,Low Risk
52,Other,Canada,12,Premium,18.41,Tablet,500,11,14,52,28,0,0.059765676,Low Risk
18,Female,Brazil,27,Standard,16.63,Mobile,150,4,7,29,6,1,0.380249189,Medium Risk
46,Female,France,30,Basic,9.95,Smart TV,35,1,7,68,33,0,0.366339451,Medium Risk
21,Male,Spain,52,Basic,10.88,Mobile,276,7,0,67,32,0,0.301573059,Medium Risk
40,Other,Mexico,4,Standard,14.36,Mobile,176,3,7,26,24,1,0.524942763,Medium Risk
45,Female,India,37,Standard,15.59,Laptop,348,12,8,73,37,0,0.187087728,Low Risk
33,Male,India,47,Premium,21.78,Smart TV,419,16,11,87,33,0,0.066036293,Low Risk
29,Female,UK,11,Basic,11.02,Smart TV,373,10,12,29,33,0,0.247748004,Low Risk
38,Other,Brazil,1,Basic,11.01,Mobile,518,9,4,45,44,1,0.726527628,High Risk
62,Male,UK,58,Basic,8.78,Mobile,534,17,11,52,30,0,0.072658978,Low Risk
34,Male,Brazil,49,Basic,8.99,Laptop,600,19,3,56,36,0,0.08321566,Low Risk
57,Female,Germany,27,Standard,16.17,Laptop,335,10,9,36,24,0,0.081686364,Low Risk
30,Male,Mexico,36,Premium,20.24,Laptop,476,11,4,63,8,0,0.039178441,Low Risk
49,Other,UK,43,Standard,13.72,Mobile,356,10,0,61,19,0,0.187505035,Low Risk
54,Female,Canada,58,Standard,16.32,Smart TV,600,17,13,46,35,0,0.047625563,Low Risk
32,Male,USA,14,Basic,8.56,Smart TV,341,12,1,63,32,1,0.299199984,Low Risk
29,Female,Australia,23,Standard,13.62,Mobile,120,6,9,34,29,0,0.545112412,Medium Risk
32,Female,Canada,26,Standard,15.49,Laptop,342,9,13,60,3,0,0.017444079,Low Risk
51,Male,Australia,15,Standard,13.8,Laptop,141,3,12,91,14,0,0.113829852,Low Risk
23,Male,USA,3,Basic,8.94,Smart TV,523,16,5,75,39,0,0.070260829,Low Risk
34,Male,UK,31,Standard,13.51,Mobile,188,6,2,31,50,1,0.927745931,Critical Risk
37,Female,Brazil,44,Basic,9.28,Laptop,290,5,10,64,9,0,0.049488919,Low Risk
26,Female,Germany,24,Standard,14.9,Mobile,54,1,0,95,2,0,0.222440184,Low Risk
22,Female,Brazil,50,Standard,14.38,Smart TV,218,4,12,72,35,1,0.439333924,Medium Risk
40,Female,Spain,55,Basic,10.58,Smart TV,208,6,10,66,14,0,0.066329811,Low Risk
50,Male,India,33,Standard,15.01,Mobile,600,17,5,24,35,0,0.363613308,Medium Risk
55,Female,India,59,Standard,14.53,Smart TV,584,10,10,71,18,0,0.011551853,Low Risk
31,Female,Canada,27,Standard,16.36,Tablet,600,13,11,53,45,0,0.282174757,Low Risk
34,Female,Germany,25,Basic,10.76,Mobile,413,7,14,48,36,1,0.223929533,Low Risk
36,Female,Germany,39,Standard,13.75,Laptop,600,13,7,68,45,1,0.440380327,Medium Risk
50,Female,France,16,Standard,15.26,Smart TV,600,19,11,37,17,0,0.013472625,Low Risk
18,Other,Canada,6,Standard,16.37,Mobile,490,9,4,57,19,0,0.17945498,Low Risk
30,Female,India,10,Standard,14.46,Tablet,340,7,3,53,16,1,0.266285552,Low Risk
63,Male,Spain,26,Standard,14.58,Laptop,600,19,8,22,43,1,0.521304234,Medium Risk
44,Female,Brazil,6,Standard,14.01,Tablet,71,2,8,45,6,0,0.221824081,Low Risk
23,Female,India,57,Premium,21.19,Tablet,398,9,10,76,4,0,0.012698207,Low Risk
